mysql> select ID,timestamp ,   syslogseverity ,syslogfacility ,msg  from logInfo where ID >=7057;
+------+---------------------+----------------+----------------+-----------------------------------------------------------------------------------------------+
| ID   | timestamp           | syslogseverity | syslogfacility | msg                                                                                           |
| 7164 | 2016-08-11 03:40:01 |              6 |              6 |  (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                     |
| 7165 | 2016-08-11 03:40:01 |              6 |              6 |  (root) CMD (/usr/lib64/sa/sa1 1 1)                                                           |
| 7166 | 2016-08-11 03:40:01 |              6 |              6 | (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                      |
| 7167 | 2016-08-11 03:40:01 |              6 |              6 | (root) CMD (/usr/lib64/sa/sa1 1 1)                                                            |
| 7168 | 2016-08-11 03:40:01 |              6 |              6 |  (root) CMDOUT (/bin/sh: ntpdate: command not found)                                          |
| 7169 | 2016-08-11 03:40:01 |              6 |              6 | (root) CMDOUT (/bin/sh: ntpdate: command not found)                                           |
| 7170 | 2016-08-12 00:46:11 |              6 |              6 |  -- MARK --                                                                                   |
| 7171 | 2016-08-11 03:50:01 |              6 |              6 |  Started Session 1268 of user root.                                                           |
| 7172 | 2016-08-11 03:50:01 |              6 |              6 |  Starting Session 1268 of user root.                                                          |
| 7173 | 2016-08-11 03:50:01 |              6 |              6 | Started Session 1268 of user root.                                                            |
| 7174 | 2016-08-11 03:50:01 |              6 |              6 | Starting Session 1268 of user root.                                                           |
| 7175 | 2016-08-11 03:50:01 |              6 |              6 |  Started Session 1269 of user root.                                                           |
| 7176 | 2016-08-11 03:50:01 |              6 |              6 | Started Session 1269 of user root.                                                            |
| 7177 | 2016-08-11 03:50:01 |              6 |              6 |  Starting Session 1269 of user root.                                                          |
| 7178 | 2016-08-11 03:50:01 |              6 |              6 | Starting Session 1269 of user root.                                                           |
| 7179 | 2016-08-11 03:50:01 |              6 |              6 |  (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                     |
| 7180 | 2016-08-11 03:50:01 |              6 |              6 | (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                      |
| 7181 | 2016-08-11 03:50:01 |              6 |              6 |  (root) CMD (/usr/lib64/sa/sa1 1 1)                                                           |
| 7182 | 2016-08-11 03:50:01 |              6 |              6 | (root) CMD (/usr/lib64/sa/sa1 1 1)                                                            |
| 7183 | 2016-08-11 03:50:01 |              6 |              6 |  (root) CMDOUT (/bin/sh: ntpdate: command not found)                                          |
| 7184 | 2016-08-11 03:50:01 |              6 |              6 | (root) CMDOUT (/bin/sh: ntpdate: command not found)                                           |
| 7185 | 2016-08-11 03:50:57 |              6 |              6 | -- MARK --                                                                                    |
| 7186 | 2016-08-11 04:00:01 |              6 |              6 |  Started Session 1270 of user root.                                                           |
| 7187 | 2016-08-11 04:00:01 |              6 |              6 | Started Session 1270 of user root.                                                            |
| 7188 | 2016-08-11 04:00:01 |              6 |              6 |  Starting Session 1270 of user root.                                                          |
| 7189 | 2016-08-11 04:00:01 |              6 |              6 | Starting Session 1270 of user root.                                                           |
| 7190 | 2016-08-11 04:00:01 |              6 |              6 |  Started Session 1271 of user root.                                                           |
| 7191 | 2016-08-11 04:00:01 |              6 |              6 | Started Session 1271 of user root.                                                            |
| 7192 | 2016-08-11 04:00:01 |              6 |              6 |  Starting Session 1271 of user root.                                                          |
| 7193 | 2016-08-11 04:00:01 |              6 |              6 | Starting Session 1271 of user root.                                                           |
| 7194 | 2016-08-11 04:00:01 |              6 |              6 |  (root) CMD (/usr/lib64/sa/sa1 1 1)                                                           |
| 7195 | 2016-08-11 04:00:01 |              6 |              6 |  (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                     |
| 7196 | 2016-08-11 04:00:01 |              6 |              6 | (root) CMD (/usr/lib64/sa/sa1 1 1)                                                            |
| 7197 | 2016-08-11 04:00:01 |              6 |              6 | (root) CMD (ntpdate 0.asia.pool.ntp.org)                                                      |
| 7198 | 2016-08-11 04:00:01 |              6 |              6 |  (root) CMDOUT (/bin/sh: ntpdate: command not found)                                          |
| 7199 | 2016-08-11 04:00:01 |              6 |              6 | (root) CMDOUT (/bin/sh: ntpdate: command not found)                                           |
+------+---------------------+----------------+----------------+-----------------------------------------------------------------------------------------------+
